HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1517.90.10.80","4","Other","[""kg""]","","","","",""
"1517.90.20","3","Other","","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1517.90.20.20","4","Salad and cooking oils","[""kg""]","","","","",""
"","4","Baking or frying fats:","","","","","",""
"1517.90.20.40","5","Wholly of vegetable oils","[""kg""]","","","","",""
"1517.90.20.60","5","Other","[""kg""]","","","","",""
"1517.90.20.80","4","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"1517.90.45.00","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","11¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"1517.90.50.00","4","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","11¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"1517.90.60.00","4","Other","[""kg"",""kg cmsc""]","34.2¢/kg","Free (BH,CL,JO,KR,MA,OM,P,PE,S,SG) 2.2¢/kg (PA) See 9822.04.25 (AU) See 9918.04.60, 9918.04.68 (CO)","40.2¢/kg","",""
"1517.90.90","3","Other","","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1517.90.90.15","4","Partially hydrogenated salad and cooking oil","[""kg""]","","","","",""
"1517.90.90.25","4","Soybean oil, wholly hydrogenated","[""kg""]","","","","",""
"1517.90.90.85","4","Cottonseed oil, wholly hydrogenated","[""kg""]","","","","",""
"1517.90.90.90","4","Other","[""kg""]","","","","",""
"1518.00","0","Animal, vegetable or microbial fats and oils and their fractions, boiled, oxidized, dehydrated, sulfurized, blown, polymerized by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included:","","","","","",""
"1518.00.20.00","1","Of linseed or flaxseed oil","[""kg""]","6.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","9.9¢/kg","",""
"1518.00.40.00","1","Other","[""kg""]","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1520.00.00.00","0","Glycerol, crude; glycerol waters and glycerol lyes","[""kg""]","Free","","2.2¢/kg","",""
"1521","0","Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or colored:","","","","","",""
"1521.10.00","1","Vegetable waxes","","Free","","Free","",""
"1521.10.00.20","2","Candelilla","[""kg""]","","","","",""
"1521.10.00.40","2","Carnauba","[""kg""]","","","","",""
"1521.10.00.60","2","Other","[""kg""]","","","","",""
"1521.90","1","Other:","","","","","",""
"1521.90.20.00","2","Bleached beeswax","[""kg""]","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"1521.90.40.00","2","Other","[""kg""]","Free","","Free","",""
"1522.00.00.00","0","Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes","[""kg""]","3.8%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","30%","",""
