HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"9209.92.80.00","3","Other","[""No.""]","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9209.94","2","Parts and accessories for the musical instruments of heading 9207:","","","","","",""
"9209.94.40.00","3","Collapsible musical instrument stands","[""No.""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9209.94.80.00","3","Other","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9209.99","2","Other:","","","","","",""
"9209.99.05.00","3","Metronomes, tuning forks and pitch pipes","[""No."",""kg""]","Free","","40%","",""
"9209.99.10.00","3","Mutes for musical instruments; pedals, dampers and spurs for drums; pedals and holders for cymbals; lyres and other music holders for attachment to musical instruments; and collapsible stands for holding music or for holding musical instruments","[""No.""]","5.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"9209.99.16.00","4","For pipe organs of subheading 9205.90.12","[""No."",""kg""]","Free","","35%","",""
"9209.99.18.00","4","For instruments of subheading 9205.90.14","[""No.""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9209.99.20.00","4","For bagpipes","[""No."",""kg""]","Free","","40%","",""
"9209.99.40","4","For other woodwind and brass wind musical instruments","","Free","","40%","",""
"9209.99.40.40","5","For woodwind musical instruments","[""No."",""kg""]","","","","",""
"9209.99.40.80","5","Other","[""No."",""kg""]","","","","",""
"9209.99.61.00","4","For music boxes","[""No."",""kg""]","Free","","40%","",""
"9209.99.80.00","4","Other","[""No.""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
