HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5208.11.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"","3","Of number 69 or higher number:","","","","","",""
"5208.11.60.00","4","Suitable for making typewriter ribbon, containing yarns the average number of which exceeds 85 but not 237, the total thread count (treating multiple (folded) or cabled yarns as single threads) per square centimeter is not less than 94 and not more than 134, and in which the thread count of either the warp or filling does not exceed 60 percent of the total thread count of the warp and filling (220)","[""m²"",""kg""]","Free","","22¢/kg + 41.5%","",""
"5208.11.80","4","Other","","10.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.5%","",""
"5208.11.80.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.11.80.90","5","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.12","2","Plain weave, weighing more than 100 g/m²:","","","","","",""
"5208.12.40","3","Of number 42 or lower number","","7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.9%","",""
"5208.12.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.12.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.12.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.12.60","3","Of numbers 43 to 68","","9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.7%","",""
"5208.12.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.12.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.12.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.12.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.12.80","3","Of number 69 or higher number","","10.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.5%","",""
"5208.12.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.12.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.13.00.00","2","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","7.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18.7%","",""
"5208.19","2","Other fabrics:","","","","","",""
"5208.19.20","3","Satin weave or twill weave","","7.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18.7%","",""
"5208.19.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5208.19.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5208.19.40","4","Of number 42 or lower number","","7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM, P,PA,PE,S,SG)","16.9%","",""
