HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2827.41.00.00","2","Of copper","[""kg""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.5%","",""
"2827.49","2","Other:","","","","","",""
"2827.49.10.00","3","Of vanadium","[""kg"",""V kg""]","5.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"2827.49.50.00","3","Other","[""kg""]","5.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","1","Bromides and bromide oxides:","","","","","",""
"2827.51.00.00","2","Bromides of sodium or of potassium","[""kg""]","Free","","22¢/kg","",""
"2827.59","2","Other:","","","","","",""
"2827.59.25.00","3","Of ammonium, of calcium or of zinc","[""kg""]","Free","","25%","",""
"2827.59.51.00","3","Other","[""kg""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2827.60","1","Iodides and iodide oxides:","","","","","",""
"2827.60.10.00","2","Of calcium or of copper","[""kg""]","Free","","25%","",""
"2827.60.20.00","2","Of potassium","[""kg""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","7.5%","",""
"2827.60.51.00","2","Other","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2828","0","Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites:","","","","","",""
"2828.10.00.00","1","Commercial calcium hypochlorite and other calcium hypochlorites","[""kg""]","2.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2828.90.00.00","1","Other","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2829","0","Chlorates and perchlorates; bromates and perbromates; iodates and periodates:","","","","","",""
"","1","Chlorates:","","","","","",""
"2829.11.00.00","2","Of sodium","[""kg""]","Free","","13%","",""
"2829.19.01.00","2","Other","[""kg""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2829.90","1","Other:","","","","","",""
"2829.90.05.00","2","Potassium bromate","[""kg""]","Free","","25%","",""
"2829.90.25.00","2","Sodium bromate","[""kg""]","Free","","25%","",""
"","2","Other:","","","","","",""
